,Product ID,Country,Company,Factory,Number of Employees
223,1157526003,Bangladesh,ASWAD COMPOSITE MILLS LTD.,ASWAD COMPOSITE MILLS LTD. ( U-2),2001-2500
224,0762558286,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,KUZEY KAFKAS TEKSTIL -  Cagatay Uysal,101-500
225,0762558286,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,NIKSAR ASLAN TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,101-500
226,1122102002,Inde,VAMANI OVERSEAS PVT LTD,Vamani Overseas Pvt Ltd Unit 2,1001-1500
227,1122102002,Inde,VAMANI OVERSEAS PVT LTD,Vamani Overseas Pvt. Ltd - Guntur,N/A
228,1163482001,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
229,1163482001,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,"Pinghu Chengpei Garment Co., Ltd",101-500
230,1150834002,Indonésie,"MAKALOT INDUSTRIAL CO.,LTD",PT. Glory Industrial Semarang Demak,6501-7000
231,1107358006,Bangladesh,SHARMIN APPARELS LTD.,A.M Design Ltd.,1501-2000
232,1107358006,Bangladesh,SHARMIN APPARELS LTD.,Sharmin Apparels Ltd,7501-8000
233,1155540003,Myanmar (Birmanie),WANHE GARMENT COMPANY LIMITED,WANHE GARMENT COMPANY LIMITED,4001-4500
234,1173260001,Indonésie,Nobland International Inc,PT. Woori Sukses Apparel,1501-2000
235,1127204007,Bangladesh,KEILOCK NEWAGE BANGLADESH LIMITED,KEI LOCK NEWAGE BANGLADESH LTD,1001-1500
236,1127204007,Bangladesh,Kei Lock Newage (HK) Limited,KEI LOCK NEWAGE BANGLADESH LTD,1001-1500
237,1156970001,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
238,1155288002,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,"Pinghu Chengpei Garment Co., Ltd",101-500
239,1058332029,Bangladesh,SHARMIN APPARELS LTD.,Sharmin Apparels Ltd,7501-8000
240,0952983005,Bangladesh,UNIVERSAL LINGERIE SOURCING LTD,INTIMATE APPARELS LTD,3501-4000
241,1155503003,Bangladesh,MATRIX SWEATERS LIMITED,Raidha Collections Ltd,4001-4500
242,1061773007,Bangladesh,DIVINE DESIGN LTD.,Four H Fashions Ltd.,2501-3000
243,1061773007,Bangladesh,DIVINE DESIGN LTD.,Nafisa Apparels Ltd.,2001-2500
244,1061299023,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
245,0928212019,Bangladesh,CRYSTAL MARTIN (HONG KONG) LTD,Crystal Martin Apparel Bangladesh Ltd.,3001-3500
246,1127754001,Inde,GLOBAL MODE AND ACCESSORIES PVT. LTD.,GLOBAL FASHIONS (Unit C-54),101-500
247,1169074003,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
248,1139090003,Chine,"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.",Jiangsu Century Liaoyuan Knitted Wear Co.Ltd.,101-500
249,1139090003,Myanmar (Birmanie),"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.","JIU SHENG(MYANMAR) KNITTED WEAR CO. CO.,LTD",2501-3000
250,1127754004,Bangladesh,MG SHIRTEX LIMITED.,MG Shirtex Ltd,1001-1500
251,1166178001,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Serendipity Fashion Co.,ltd",101-500
252,1154866003,Chine,"ZHEJIANG HUADENG CLOTHING CO.,LTD.","ZHEJIANG HUADENG CLOTHING CO.,LTD.",501-1000
253,1143649004,Bangladesh,CRYSTAL MARTIN (HONG KONG) LTD,Crystal Martin Apparel Bangladesh Ltd.,3001-3500
254,1140744001,Chine,"YORK FASHION MANUFACTURE CO., (QINGDAO) LTD.","FENGCHENG YAOJIE FASHION(QINGDAO) CO., LTD.",101-500
255,1164422003,Chine,KINGSRICH (H.K.) LIMITED,Hubei Manly Fashion,101-500
256,1159092001,Inde,RADNIK EXPORTS,"RADNIK EXPORTS (Unit E2, Noida)",1501-2000
257,1159092001,Inde,RADNIK EXPORTS,RADNIK EXPORTS - UNIT D 201,2501-3000
258,1155258005,Chine,"Zhejiang Tongli Clothing Co.,Ltd","Zhejiang Tongli Clothing Co., Ltd",2501-3000
259,1157397001,Chine,"FLY EARTH CO.,LTD.","QI DONG BIOOMBERG SHOES CO.,LTD",101-500
260,1058024003,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
261,1162406002,Indonésie,PT BUSANAREMAJA AGRACIPTA,PT. Busanaremaja Agracipta - Yogyakarta (Unit 1),2501-3000
262,1147534013,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Dunia Busana,1001-1500
263,1082177013,Vietnam,"HYUNJIN APPAREL CO., LTD.",HIGHVINA APPAREL INC.,501-1000
264,1137511001,Inde,SHAHI EXPORT PVT.LTD,"SHAHI EXPORTS (UNIT-15/1,FARIDABAD)",3001-3500
265,1158128002,Chine,KINGSRICH (H.K.) LIMITED,Hubei Manly Fashion,101-500
266,1158178001,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
267,1137241001,Indonésie,Nobland International Inc,PT. Woori Sukses Apparel,1501-2000
268,0841434028,Bangladesh,REEDISHA KNITEX LTD,Reedisha Knitex Ltd,3001-3500
269,0954891024,Bangladesh,STERLING STYLES LTD,STERLING STYLES LTD,4001-4500
270,1157064001,Myanmar (Birmanie),Bright Sunshine International Co  Ltd,"Saung Oo Shwe Nay(Golden Sunshine) Co.,Ltd",3001-3500
271,0806241025,Indonésie,"Hansae Co.,Ltd",PT. Bomin Permata Abadi,2001-2500
272,1115511003,Inde,Intimate Fashions (India) Pvt Ltd,M/S Intimate Fashions India PVT LTD,N/A
273,0998124028,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Suhao Eastren Garments Co., Ltd.",101-500
274,1163560012,Turquie,SPOT TEKSTIL SAN VE TIC A.S.,KUZEY KAFKAS TEKSTIL -  Cagatay Uysal,101-500
275,1177554001,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
276,1162406001,Indonésie,PT BUSANAREMAJA AGRACIPTA,PT. Busanaremaja Agracipta - Yogyakarta (Unit 1),2501-3000
277,1164406002,Bangladesh,"MERIM CO., LIMITED",MERIM CO. LTD,4001-4500
278,1164406002,Bangladesh,SEJEE COMPANY LIMITED,Merimo Limited,1501-2000
279,1172425001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
280,1152979003,Inde,RADNIK EXPORTS,"RADNIK EXPORTS (Unit E2, Noida)",1501-2000
281,1156866002,Inde,GLOBAL MODE AND ACCESSORIES PVT. LTD.,GLOBAL MODE - UNIT C 120,501-1000
282,1156866002,Inde,GLOBAL MODE AND ACCESSORIES PVT. LTD.,Global Mode & AccessoriesPvt Lt-B2,501-1000
283,1142428004,Chine,"Putian Sinosun Imp & Exp. Co., ltd","PUTIAN SHUANGMEI FOOTWEAR CO.,LTD",101-500
284,1038494004,Indonésie,KUKDONG CORPORATION,PT. SEMARANG GARMENT,3501-4000
285,1129084006,Indonésie,"D & J TRADING CO.,LTD",PT Kreasi Garment Cirebon,1001-1500
286,1153934001,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
287,1129084005,Indonésie,PT SAI APPAREL INDUSTRIES,PT.Sai Apparel Industries,7501-8000
288,1189391001,Turquie,ALD DIS TICARET A.S.,ALDERS TEKSTIL SAN. VE TIC. A.S. AGRI BRANCH,101-500
289,1170527001,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"SEDUNO CAMBO KNITTING CO.,LTD",2001-2500
290,1164047001,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"Seduno Investment Cambo Fashion Co.,Ltd.",501-1000
291,1154185002,Indonésie,"Hansae Co.,Ltd",PT. Muara Krakatau,1001-1500
292,1172106001,Vietnam,"HYUNJIN APPAREL CO., LTD.",HIGHVINA APPAREL INC.,501-1000
293,1174789002,Chine,Hangzhou Wangsheng Garments Co Ltd.,Hangzhou Wangsheng Garments Co. Ltd,101-500
294,1136439001,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
295,1161980002,Indonésie,Nobland International Inc,PT. Woori Sukses Apparel,1501-2000
296,1170241001,Chine,Yunhan International (HK) Limited,"Gao You Chuang Mei Garments Co.,Ltd.",501-1000
297,1175987001,Chine,Yunhan International (HK) Limited,"Suzhou Xijin Fashion Co.,Ltd",101-500
298,1039132008,Indonésie,PT. Dreamwear,PT. Dreamwear,1001-1500
299,1156708002,Myanmar (Birmanie),"Gainway International (HK) Co.,Ltd",GAINWAY INTERNATIONAL (MYANMAR) GARMENT COMPANY LIMITED,1001-1500
300,1033497008,Inde,SHAHI EXPORT PVT.LTD,SHAHI EXPORTS (UNIT 28),2001-2500
301,1173320002,Indonésie,"D & J TRADING CO.,LTD",PT Kreasi Garment Cirebon,1001-1500
302,1166875007,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
303,1166875007,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
304,1158560001,Turquie,AKBASLAR TEKSTIL ENERJI SAN.VE.TIC A.S.,TET GIYIM SAN. INS. TURIZM GIDA VE DIS TIC. A.S.,101-500
305,1130072003,Vietnam,"Namyang International Co.,LTD","NY Hoa Viet Co., Ltd.",2001-2500
306,0928457028,Bangladesh,Q COLLECTION PTE. LTD,SQ Birichina Ltd,5001-5500
307,0928457028,Bangladesh,SQ BIRICHINA LIMITED,SQ Birichina Ltd,5001-5500
308,1160901001,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
309,1150326001,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
310,1132611005,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
311,1150604002,Bangladesh,VISION APPARELS (PVT) LTD,VISION APPARELS (PVT) LTD,1501-2000
312,1142424002,Chine,"FLY EARTH CO.,LTD.","Shuyang Bloomfit Industrial & Trading Co., Ltd.",101-500
313,1123078002,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
314,1123078002,Bangladesh,HOP YICK (BANGLADESH) LIMITED,Hop Lun Apparel Limited,6001-6500
315,1123078002,Bangladesh,HOP YICK (BANGLADESH) LIMITED,Hop Yick ( Bangladesh) limited,8501-9000
316,1122102004,Inde,VAMANI OVERSEAS PVT LTD,Vamani Overseas Pvt Ltd Unit 2,1001-1500
317,1161939001,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
318,1158192001,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
319,1139036006,Bangladesh,VERTEX WEAR LTD.,Vertex Wear Limited.,4501-5000
320,1135874004,Indonésie,PT Pan Pacific Jakarta,PT. Bangun Maju Lestari,1001-1500
321,1061711008,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,"Pinghu Chengpei Garment Co., Ltd",101-500
322,1136918001,Chine,"NINGBO FREE TRADE ZONE Q'S INNER WEAR CO.,LTD",NINGBO K&A TECHNOLOGY CORPORATION LIMITED,101-500
323,1156066003,Bangladesh,MILLENNIUM TEXTILES (SOUTHERN) LTD.,MILLENNIUM TEXTILES ( SOUTHERN ) LTD,2001-2500
324,1159754002,Myanmar (Birmanie),"BEIJING TOPNEW IMPORT & EXPORT CO., LTD","Keys Shine Co.,Ltd.",3001-3500
325,1152719002,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Jaya Sukabumi,3501-4000
326,1164061003,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"SEDUNO CAMBO KNITTING CO.,LTD",2001-2500
327,1159496002,Indonésie,PT SAI APPAREL INDUSTRIES,PT.Sai Apparel Industries,7501-8000
328,1078982004,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
329,1078982004,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,"Hangzhou New Guanshi Garment Co.,Ld",101-500
330,1159494002,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Serendipity Fashion Co.,ltd",101-500
331,1157526002,Bangladesh,ASWAD COMPOSITE MILLS LTD.,ASWAD COMPOSITE MILLS LTD. ( U-2),2001-2500
332,1163144001,Chine,"ZHEJIANG HUADENG CLOTHING CO.,LTD.","ZHEJIANG HUADENG CLOTHING CO.,LTD.",501-1000
333,1163144001,Myanmar (Birmanie),"ZHEJIANG HUADENG CLOTHING CO.,LTD.","TONGYING HK (MYANMAR) CO.,LTD.",501-1000
334,1171571001,Vietnam,NINGBO SEDUNO IMP & EXP CO.LTD,"HONG KONG FORTUNATE (VIETNAM) FASHION CO.,LTD",1001-1500
335,1145276004,Bangladesh,STERLING DENIMS LTD,Sterling Denim Ltd.,4001-4500
336,1191124001,Turquie,AKBASLAR TEKSTIL ENERJI SAN.VE.TIC A.S.,ASIL TEKSTIL - HULYA YILDIRIM,1-100
337,1163696001,Indonésie,"D & J TRADING CO.,LTD",PT Kreasi Garment Cirebon,1001-1500
338,1134781004,Bangladesh,MOON READYWEARS LTD.; M/S,Moon Readywears Ltd.,1501-2000
339,0971104022,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
340,1157433005,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
341,1069416009,Pakistan,SOORTY ENTERPRISES (PVT.) LTD,SOORTY ENTERPRISES (PVT) LTD,3501-4000
342,1172513004,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Chengwu NanRui Fashion Co., Ltd.",501-1000
343,1172513004,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Dingtao Wanheng Knitting Fashion Co .,Ltd.",101-500
344,1051634008,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
345,1072374006,Cambodge,"DAKOTA IND. CO. LTD.,",Vanco Industrial Company Ltd (Cambodia),2501-3000
346,1155258002,Chine,"Zhejiang Tongli Clothing Co.,Ltd","Zhejiang Tongli Clothing Co., Ltd",2501-3000
347,1168432002,Bangladesh,MILLENNIUM TEXTILES (SOUTHERN) LTD.,MILLENNIUM TEXTILES ( SOUTHERN ) LTD,2001-2500
348,1154595006,Myanmar (Birmanie),FULL WEALTH INC LTD,YACHENG FOOTWEAR COMPANY LIMITED,1001-1500
349,1153284002,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
350,1157433004,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
351,1147610003,Bangladesh,PIMKIE APPARELS LTD,PIMKIE APPARELS LTD.,1501-2000
352,1123621003,Inde,TEXPORT SYNDICATE (I) LTD.,Texport Syndicate (I) Ltd - Unit 9,N/A
353,1188993001,Turquie,ALD DIS TICARET A.S.,ALDERS TEKSTIL SAN. VE TIC. A.S. AGRI BRANCH,101-500
354,1151420003,Chine,"FLY EARTH CO.,LTD.","Shuyang Bloomfit Industrial & Trading Co., Ltd.",101-500
355,0919205011,Bangladesh,UNIVERSAL LINGERIE SOURCING LTD,INTIMATE APPARELS LTD,3501-4000
356,1041723005,Indonésie,"MAKALOT INDUSTRIAL CO.,LTD",PT. Glory Industrial Semarang Demak,6501-7000
357,1144763006,Vietnam,NINGBO SEDUNO IMP & EXP CO.LTD,"HONG KONG FORTUNATE (VIETNAM) FASHION CO.,LTD",1001-1500
358,1140377004,Bangladesh,CRYSTAL MARTIN (HONG KONG) LTD,Crystal Martin Apparel Bangladesh Ltd.,3001-3500
359,1167667003,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
360,1144208007,Bangladesh,PIMKIE APPARELS LTD,Aba Fashions Ltd.,2501-3000
361,1150817001,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
362,1140325002,Cambodge,"DAKOTA IND. CO. LTD.,",Vanco Industrial Company Ltd (Cambodia),2501-3000
363,1164493001,Myanmar (Birmanie),"Jiangsu Century Liaoyuan Knitted Wear Co., Ltd.","JIU SHENG(MYANMAR) KNITTED WEAR CO. CO.,LTD",2501-3000
364,1192309001,Turquie,ALD DIS TICARET A.S.,ALDERS TEKSTIL SAN. VE TIC. A.S. AGRI BRANCH,101-500
365,1191113001,Turquie,AKBASLAR TEKSTIL ENERJI SAN.VE.TIC A.S.,TET GIYIM SAN. INS. TURIZM GIDA VE DIS TIC. A.S.,101-500
366,1145276003,Bangladesh,STERLING DENIMS LTD,Sterling Denim Ltd.,4001-4500
367,1147246003,Indonésie,PT Pan Pacific Jakarta,PT. Bangun Maju Lestari,1001-1500
368,1150326002,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
369,1128669012,Chine,"SUZHOU WANLI KNITTING CO.,LTD","Shandong Wanli Fashion Co.,Ltd",501-1000
370,1159230002,Bangladesh,IRIS FABRICS LTD.,IRIS FABRICS LIMITED,4501-5000
371,1169530004,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,"Xuancheng Jinning Fashion Co.,Ltd",101-500
372,1128595003,Bangladesh,IMPRESS-NEWTEX COMPOSITE TEXTILES  LTD.,IMPRESS-NEWTEX COMPOSITE TEXTILES LTD,4001-4500
373,1128595003,Bangladesh,LIBAS TEXTILES LTD,LIBAS TEXTILES LTD.,4501-5000
374,1130012002,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,"Lu'An Weihua Garment Co., Ltd - Subu Branch",101-500
375,1169074001,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
376,1159123002,Inde,RADNIK EXPORTS,"RADNIK EXPORTS (Unit E2, Noida)",1501-2000
377,0932278016,Bangladesh,MILLENNIUM TEXTILES (SOUTHERN) LTD.,MILLENNIUM TEXTILES ( SOUTHERN ) LTD,2001-2500
378,1136227004,Bangladesh,FOUNTAIN GARMENTS MANUFACTURING  LTD.,Fountain Garments Manufacturing Ltd,3501-4000
379,1142439001,Bangladesh,HOP LUN (HK) LTD,Hop Lun Apparel Limited,6001-6500
380,1153563001,Chine,Hong Kong Tai Yuk Trading Limited,"HANDAN CITY BAOZU SHOES CO., LTD",501-1000
381,1162567001,Inde,SHAHI EXPORT PVT.LTD,"SHAHI EXPORTS (Unit HO, Faridabad)",4501-5000
382,1161508001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
383,1133227005,Chine,"Wuhan Winsome Knitting Industrial  Co., Ltd.","Wuhan Winsome Knitting Industrial CO., Ltd.",501-1000
384,1164793002,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
385,1148100001,Myanmar (Birmanie),"BEIJING TOPNEW IMPORT & EXPORT CO., LTD","Keys Shine Co.,Ltd.",3001-3500
386,1139284002,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
387,1164406004,Bangladesh,"MERIM CO., LIMITED",MERIM CO. LTD,4001-4500
388,1164406004,Bangladesh,SEJEE COMPANY LIMITED,MERIM CO. LTD,4001-4500
389,1145757001,Indonésie,BRA PRO LIMITED,PT. FAST MANUFACTURING,1001-1500
390,0762470308,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,AKAR TEKSTIL GIDA VE TURIZM SANAYI TICARET ANONIM SIRKET,501-1000
391,0762470308,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALPSU ORDU TEKSTIL KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,N/A
392,0762470308,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,KUZEY KAFKAS TEKSTIL -  Cagatay Uysal,101-500
393,0928322117,Vietnam,CRYSTAL MARTIN (HONG KONG) LTD,"CRYSTAL MARTIN (VIETNAM) CO.,LTD",5501-6000
394,1143660002,Bangladesh,APEX LINGERIE LIMITED,Apex Lingerie Ltd.,3501-4000
395,1138771005,Bangladesh,SAIHAM KNIT COMPOSITE LTD.,SAIHAM KNIT COMPOSITE LTD.,4501-5000
396,0778062015,Vietnam,"JASAN TEXTILE & DYEING ( VIETNAM)   CO., LTD","JASAN TEXTILE & DYEING (VIET NAM) CO.,LTD",501-1000
397,1154667005,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanli Fashion Co.,Ltd Jiu Nv Subsidiary",501-1000
398,1154667005,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,AKAR TEKSTIL GIDA VE TURIZM SANAYI TICARET ANONIM SIRKET,501-1000
399,1154667005,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,FAYSAL TASKIN TASKIN TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,101-500
400,1156866003,Inde,GLOBAL MODE AND ACCESSORIES PVT. LTD.,Global Mode & AccessoriesPvt Lt-B2,501-1000
401,1158432002,Chine,Hangzhou Wangsheng Garments Co Ltd.,Hangzhou Wangsheng Garments Co. Ltd,101-500
402,1158698002,Cambodge,NINGBO SEDUNO IMP & EXP CO.LTD,"Seduno Investment Cambo Fashion Co.,Ltd.",501-1000
403,1143741001,Indonésie,BRA PRO LIMITED,PT. FAST MANUFACTURING,1001-1500
404,1162163002,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Suzhou Yingjia Fashions CO.,LTD",101-500
405,1121065004,Myanmar (Birmanie),WANHE GARMENT COMPANY LIMITED,WANHE GARMENT COMPANY LIMITED,4001-4500
406,1172532001,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO YUKANG FASHION  CO., LTD",101-500
407,0979237022,Bangladesh,AKH KNITTING & DYEING LTD.,AKH KNITTING & DYEING LTD.,6501-7000
408,1158207001,Bangladesh,ALLIANCE STITCHES LIMITED,Alliance Stitches Ltd.,1001-1500
409,1158817002,Bangladesh,LAILA STYLES LTD.,LAILA STYLES LTD.,4501-5000
410,1180209002,Turquie,BOLERO TEKSTIL SANAYI VE DIS TIC.A.S.,KAYA GIYIM KONFEKSIYON LTD STI,101-500
411,1158917001,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Chengwu NanRui Fashion Co., Ltd.",501-1000
412,0954891025,Bangladesh,NATURAL DENIMS LTD,Natural Denim Ltd,7501-8000
413,1136819001,Chine,"Wooyang Shoes Trading Co., LTD",RUILI COMPANY LIMITED,101-500
414,1161779013,Chine,"Shengzhou Jialan Garments & Apparel Co.,Ltd","Shengzhou Jia Lan apparel & garments Co., Ltd.",1-100
415,1143472001,Bangladesh,SHARMIN APPARELS LTD.,Sharmin Apparels Ltd,7501-8000
416,1156099002,Chine,"FLY EARTH CO.,LTD.","Shuyang Bloomfit Industrial & Trading Co., Ltd.",101-500
417,1145337003,Bangladesh,STERLING STYLES LTD,STERLING STYLES LTD,4001-4500
418,1145337003,Bangladesh,STERLING STYLES LTD,Sterling Denim Ltd.,4001-4500
419,1180939001,Indonésie,PT Pan Pacific Jakarta,PT. Bangun Maju Lestari,1001-1500
420,1131902001,Indonésie,"Hansae Co.,Ltd",PT. Bomin Permata Abadi,2001-2500
421,1131902001,Indonésie,"Hansae Co.,Ltd",PT. Muara Krakatau,1001-1500
422,1164422004,Chine,KINGSRICH (H.K.) LIMITED,Hubei Manly Fashion,101-500
423,1137680002,Myanmar (Birmanie),Real Hope International Limited,Kingsrich (Myanmar) Fashion Limited,2001-2500
424,1136436011,Cambodge,"DAKOTA IND. CO. LTD.,",Vanco Industrial Company Ltd (Cambodia),2501-3000
425,1136436011,Chine,"SUZHOU LAOHONG KNITTING GARMENT CO.,LTD.","Shandong Wanli Fashion Co.,Ltd Jiu Nv Subsidiary",501-1000
426,1136436011,Turquie,SUN TEKSTIL SAN.VE TIC. A.S.,MARIZ TEKSTIL SAN. TIC. LTD. STI.,101-500
427,1142424001,Chine,"FLY EARTH CO.,LTD.","Shuyang Bloomfit Industrial & Trading Co., Ltd.",101-500
428,1137490002,Bangladesh,VERTEX WEAR LTD.,Vertex Wear Limited.,4501-5000
429,0559616034,Bangladesh,HOP LUN (HK) LTD,Hop Yick ( Bangladesh) limited,8501-9000
430,1137030003,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
431,1145749001,Chine,Winson Universal Limited,"Winson Universal (Yong Feng) Industry Co.,Ltd",101-500
432,1156774001,Bangladesh,HOP LUN (HK) LTD,Hop Yick ( Bangladesh) limited,8501-9000
433,1162183003,Chine,HANGZHOU JIAYI GARMENT COMPANY LTD,HANGZHOU JIAYI GARMENT COMPANY LTD,501-1000
434,1050247006,Bangladesh,CRYSTAL MARTIN (HONG KONG) LTD,Crystal Martin Apparel Bangladesh Ltd.,3001-3500
435,1173693001,Chine,"BESTBASE INTERNATIONAL TRADING CO., LTD.","Zhejiang Fucheng Fashion Co., Ltd",101-500
436,1061299018,Bangladesh,FAKIR FASHION LTD,Fakir Fashion,N/A
437,1177061005,Bangladesh,COMPTEX BANGLADESH LIMITED,Comptex Bangladesh Ltd,3001-3500
438,1156782002,Inde,RADNIK EXPORTS,"RADNIK EXPORTS (Unit E2, Noida)",1501-2000
439,1162087001,Chine,Yunhan International (HK) Limited,"Suzhou Xijin Fashion Co.,Ltd",101-500
440,1164669003,Indonésie,"D & J TRADING CO.,LTD",PT. Doo San Jaya Sukabumi,3501-4000
441,1176740005,Indonésie,PT Sari Warna Asli Textile Industry,PT. Sari Warna Asli Textile Industry,2001-2500
442,1196462001,Turquie,UNITEKS TEKSTIL GIDA SAN. DIS TIC. A.S.,ALPSU ORDU TEKSTIL KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,N/A
443,1159101001,Chine,SERENDIPITY INTERNATIONAL TRADING LTD.,"Anhui Sida Silk Garment Co., Ltd.",101-500
444,1145299002,Chine,SHANGHAI HUAXIANG W.DR.CO.LTD.,Funan huaxiang,501-1000
445,1166178004,Indonésie,PT Pan Pacific Jakarta,PT. Bangun Maju Lestari,1001-1500
446,1163972004,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
447,1132850002,Chine,Yunhan International (HK) Limited,"Suzhou Yunhan Fashion First Branch Co,Ltd",101-500
448,1059293011,Bangladesh,Q COLLECTION PTE. LTD,SQ Birichina Ltd,5001-5500
449,1059293011,Bangladesh,SQ BIRICHINA LIMITED,SQ Birichina Ltd,5001-5500
450,1146515004,Myanmar (Birmanie),TIAN YU SHOES INTERNATIONAL  COMPANY LIMITED,"Tian Yu International Co.,LTD",2001-2500
451,1122105008,Bangladesh,NEWAGE APPARELS LIMITED,NEWAGE APPARELS LIMITED,6001-6500
452,1166875004,Cambodge,"DAKOTA IND. CO. LTD.,","Eastex Garment Co., Ltd (Cambodia)",2001-2500
453,1166875004,Chine,NINGBO SEDUNO IMP & EXP CO.LTD,"NINGBO SEDUNO GARMENT MANUFACTURE CO.,LTD.",1001-1500
454,1153251001,Chine,"Qingdao HYC Apparel Co., Ltd","Qingdao HYC Apparel Co., Ltd",501-1000
